breach_type,data_exposed,records_affected,jurisdiction,user_impact_level,documents_available,proof_strength,past_case_similarity_score,legal_complexity_score,success_probability
finance,email,966,EU,medium,7,medium,0.7089642671237775,0.17965696583684598,0.7182844723742109
finance,full name,128826,US,medium,7,medium,0.9061009286804258,0.0997635577028424,0.7821627374299904
tech,credit card,18851,Global,low,3,medium,0.13773409888780863,0.0545118899108592,0.572481602127094
healthcare,credit card,15352,Global,medium,5,low,0.05434809834865706,0.6665258317853837,0.6749925091059539
retail,password,13075033,India,medium,7,medium,0.018531233594333285,0.8075362553979931,0.6835075737257623
tech,email,40034,EU,low,6,low,0.14362137806881625,0.508683950684079,0.30148110633986586
tech,credit card,4897,India,medium,6,high,0.6579494857816259,0.05471417483363994,0.9200272387517444
retail,password,9388,India,high,3,medium,0.7274770779964966,0.5354705745913382,0.6115305328893442
finance,full name,219014,US,high,8,low,0.7865057135281222,0.9357492615245504,0.6688166014384723
tech,credit card,27626,US,low,9,medium,0.24370821190434266,0.5976131909324605,0.6994552659844075
finance,password,1240,US,medium,5,high,0.3058948132615199,0.8094274884628149,0.7723322192861615
healthcare,password,138476,EU,high,2,low,0.48313464556549945,0.8001526483917506,0.46426254710878323
finance,SSN,5788,US,high,4,low,0.0631830968602265,0.9321290997806528,0.6957050597827472
healthcare,full name,933406,US,medium,4,low,0.6111415232112462,0.7702287656498733,0.5095565327945464
finance,SSN,191012,EU,medium,4,high,0.9837350336757578,0.7477005140130896,0.9312332459789765
tech,email,9003,EU,high,7,high,0.36080631137800256,0.23410266497064058,0.9430868102264267
tech,SSN,285510,Global,high,8,high,0.7528474750913839,0.05992515532108145,1.0
healthcare,SSN,25228,US,low,8,low,0.500033915569608,0.5175994650538077,0.6056004886919142
retail,credit card,121242,US,low,5,high,0.12781184436038273,0.1244342079467552,0.7830401602805567
healthcare,password,58073,US,high,5,medium,0.5822374488025863,0.9621958762779913,0.7142098971886531
healthcare,full name,4053,Global,low,8,high,0.29987426844406495,0.2899247626330286,0.6290112561432444
finance,SSN,6080,US,high,3,low,0.034403208453458234,0.8529442033842931,0.6951318033619822
finance,full name,172805,Global,high,5,medium,0.6349297301177438,0.3876246252024593,0.8085692483169423
healthcare,SSN,11276,India,low,3,high,0.8589323493247276,0.32319424985737744,0.7244122412239096
tech,email,9825,Global,low,0,medium,0.34476976689987415,0.9351585723766211,0.31906594956451373
finance,SSN,3260,India,medium,6,medium,0.3902955472127705,0.363322572086224,0.7865927144872475
retail,credit card,51389,US,medium,9,low,0.8910216829672115,0.39028790866313645,0.7320332698250157
finance,password,1362797,India,medium,5,medium,0.8136088133673559,0.10609177961290917,0.6609045609125734
finance,email,2604,Global,high,8,medium,0.7149528235517771,0.6704466652825093,0.8295210257717904
retail,SSN,23119,EU,low,6,low,0.24879706375314792,0.2888394144775135,0.6007328319939451
healthcare,full name,371179,India,high,6,low,0.9102166549666445,0.5856041678395072,0.6941268844344115
retail,email,18783,India,low,1,low,0.154415757539213,0.5913517040532095,0.2722476256381275
healthcare,email,54433,US,high,8,medium,0.6267705194172218,0.719199695595767,0.6901002322212783
healthcare,SSN,2631,Global,medium,9,medium,0.0288011805465187,0.7452414861724412,0.7221849670486977
healthcare,email,51876,India,medium,8,medium,0.6437198063249459,0.5144524344015394,0.6745491402501919
retail,full name,15149,India,medium,5,low,0.27714435187335984,0.330991947603403,0.4461447527793607
healthcare,email,158175,India,high,2,high,0.44967697718372,0.8374508948347339,0.7969590894653336
tech,full name,236752,India,low,0,medium,0.3452645520570531,0.3098656494084847,0.3405813836322987
retail,SSN,3910310,EU,low,3,high,0.1727567562462099,0.5075090944693315,0.7406220586924893
tech,password,70211,Global,medium,2,low,0.6219807900938741,0.40125258320372803,0.38294279206907256
healthcare,email,42259,US,medium,0,medium,0.8819755551406074,0.8550783859696881,0.47815334114442
finance,password,32492,US,medium,2,high,0.9590842422824034,0.4319185311458288,0.6481859412760508
healthcare,full name,10868,EU,medium,3,medium,0.19234636315391507,0.3860991888374843,0.6721479609798526
tech,email,43345,Global,low,7,medium,0.7173727740629734,0.6898236928976375,0.5813690289807977
tech,credit card,12200,India,high,8,medium,0.6643393666056823,0.6024411098614427,1.0
retail,password,30850,EU,high,2,high,0.34337778957457255,0.10724683349584607,0.6664278574699471
finance,email,307181,Global,high,5,low,0.019099199353725838,0.5081688063439632,0.6228563701443094
retail,password,2942,India,high,9,medium,0.6897912473128661,0.7354783883332476,0.8364311819844723
tech,email,215293,EU,medium,4,low,0.9454948605595002,0.9920747645913562,0.5282484294955945
healthcare,SSN,306885,Global,medium,5,low,0.6321201219156514,0.6291468339703191,0.6839033783487312
finance,password,17393,US,medium,3,high,0.4352927241876341,0.37029306644131776,0.7097292586410309
healthcare,credit card,316,US,high,9,high,0.5251538941116284,0.2261515998021184,1.0
healthcare,credit card,6531,Global,medium,5,low,0.19962880765991753,0.8728302341533203,0.5900080098555405
finance,full name,294781,US,medium,6,medium,0.7505441637537376,0.8145652121135027,0.6721750016867678
retail,email,21041,Global,low,8,high,0.746419830009849,0.23392282077938487,0.7271031769033883
healthcare,password,2985,India,low,9,medium,0.14551730038742494,0.20063209014657346,0.598773118059658
tech,full name,8026,Global,medium,6,medium,0.8779783824996591,0.7151367768111756,0.7144650644388415
healthcare,password,118330,India,low,5,medium,0.26918973947330527,0.31495206191875946,0.5656140637372857
finance,email,65740,EU,low,0,low,0.9822560609366149,0.3063987983619578,0.32911744522875735
finance,credit card,13658,Global,medium,1,medium,0.3829030140372458,0.15229024706765526,0.6574411383329234
finance,SSN,10576,EU,medium,0,low,0.17788405873449964,0.2639755197098299,0.38042940738440756
retail,credit card,10061,US,medium,8,low,0.3517201113456523,0.4275075575926496,0.6599956138668698
healthcare,full name,3481,India,medium,9,medium,0.44018032869719315,0.7328383372724155,0.7811578945602031
retail,SSN,557240,Global,high,9,medium,0.06930777303829483,0.33630809441374976,0.9239337598391146
retail,full name,11560,EU,high,8,medium,0.5782183812232895,0.3286043394798427,0.7758443315588244
finance,email,251278,India,medium,6,medium,0.5976324398689004,0.2849132525524358,0.7022958228672851
finance,SSN,461682,India,low,1,low,0.7389304553494722,0.478283667511043,0.48772524895133734
retail,full name,162205,US,medium,5,medium,0.029169892290743293,0.18063669794131532,0.5709637087564927
healthcare,email,9290,US,medium,3,medium,0.5412382144338301,0.48563073403212553,0.6558930161494778
tech,credit card,49387,India,low,0,low,0.052907433270664384,0.7041755561946899,0.3800756443852489
retail,email,20985,India,high,0,high,0.7011442199666534,0.029790504032622178,0.6651189833380483
healthcare,password,3614,Global,medium,4,high,0.05572798570098447,0.009779380305761864,0.7183911128972171
finance,email,42138,India,medium,1,low,0.9117278483416327,0.07512291015450923,0.40069211559427853
finance,email,2083,Global,high,3,high,0.7020825668844966,0.5356600617281121,0.8012517353731694
healthcare,password,236891,India,high,0,low,0.5073897650851571,0.8544550831854034,0.39994054166011017
tech,full name,8697,US,low,3,medium,0.44150392328117494,0.004884466020251943,0.515722712962609
finance,full name,32935,Global,high,5,medium,0.13067263041326238,0.936661304584681,0.7056240017065553
finance,email,38815,EU,high,9,high,0.2909993895646631,0.1062785115705358,0.9127877866814968
finance,password,13123,US,high,3,medium,0.8689591050208962,0.8419835280582263,0.6993467910488113
healthcare,password,71209,Global,low,0,high,0.9044528115624939,0.48285476498294677,0.5071751167627455
retail,credit card,8520,Global,high,6,high,0.0007477083705310639,0.659357387278844,0.9427529172571656
finance,full name,125818,EU,high,1,medium,0.5941363914775513,0.5106829844471824,0.6592152481249016
retail,SSN,1492,Global,low,8,medium,0.7193006090251136,0.47704822517935463,0.7379125696773744
tech,full name,28360,India,high,2,high,0.6187469824576063,0.8348994283643915,0.7617190658094399
finance,full name,1064332,EU,high,7,medium,0.08167976486635398,0.7558863795678163,0.7322466271213187
finance,credit card,2978,US,low,7,low,0.21772489879890222,0.4834022365230042,0.5937766861247741
tech,SSN,5678,US,medium,2,medium,0.25034026738138604,0.1116359293960616,0.5982689044079231
finance,credit card,61562,India,low,3,medium,0.8317246313050897,0.11540295931440814,0.6855241066416758
retail,SSN,31544,US,high,1,low,0.46319943630892046,0.8015394607190754,0.7128871030856825
healthcare,email,44411,Global,high,3,medium,0.4868282119412368,0.5293906213475335,0.7504841266308087
retail,SSN,58593,Global,high,8,medium,0.9348930465545086,0.4815891402193626,0.9626566485567774
healthcare,credit card,78389,India,low,1,high,0.6370858888547155,0.6805668413607151,0.7184386776937208
healthcare,full name,202683,US,high,2,medium,0.8986677015526638,0.8588415834142603,0.7148950437972618
retail,SSN,49992,US,high,3,medium,0.45650885534153296,0.6288731444133052,0.9091204886922603
retail,SSN,13595,India,low,4,low,0.14943625851829423,0.762847902346479,0.35943787973569097
retail,password,84554,EU,medium,0,high,0.9299355940740857,0.765270524116957,0.6986369278541669
retail,full name,984376,US,medium,6,high,0.45870511566753824,0.35626144879295907,0.7624946279285603
tech,email,16894,EU,high,9,high,0.18163142187882186,0.2740831956409957,0.8310016952153614
finance,credit card,3136,US,low,6,medium,0.30239574030392224,0.8011640671751586,0.6716494725906609
healthcare,email,201624,US,high,8,high,0.050802589688942246,0.3771787917842435,0.7900849431583303
retail,full name,17313,US,low,3,low,0.46830059145638514,0.9033360065227052,0.3061241387719418
retail,SSN,285,US,low,5,high,0.8531281719102366,0.06969069673011963,0.7813261144944539
retail,SSN,119951,Global,medium,1,low,0.9335804560066894,0.05821751207533965,0.5823689041260349
tech,full name,7550,EU,medium,3,high,0.9326022075036438,0.9270041601014083,0.7627571023667835
retail,SSN,18378,EU,low,1,high,0.12523002562874674,0.6484549141814349,0.6296943320809566
retail,SSN,42785,US,high,9,low,0.382053882511057,0.3795993564483323,0.863191548563914
retail,SSN,32241,US,medium,4,high,0.02822875965070637,0.7550604148161828,0.7954018116922237
finance,credit card,91026,EU,high,6,high,0.8551653449714728,0.6723268099936413,1.0
tech,credit card,9219,Global,medium,0,high,0.3587557620212738,0.5312010468195962,0.7122285440557062
retail,password,61464,India,medium,9,medium,0.6311170278922348,0.09887334266265135,0.7430426464849433
healthcare,email,13107,India,high,9,low,0.7148984380772886,0.8121795872927515,0.7064685189503234
healthcare,full name,96531,EU,medium,6,high,0.4298446697431554,0.8660231906806247,0.7977528111728704
healthcare,full name,75413,US,medium,9,low,0.306442336550243,0.1721686885526491,0.5244388009581509
tech,full name,3391,US,high,5,low,0.9622129101159447,0.8505116519770667,0.5791901480577001
tech,password,193293,Global,medium,5,low,0.9644882250238542,0.8778473110165642,0.5304767934618602
healthcare,credit card,7540,India,medium,7,high,0.28943636803002193,0.549428612288516,1.0
retail,password,110870,Global,medium,7,high,0.4796250967444581,0.656179036222687,0.8486244040461951
tech,full name,45916,India,high,5,low,0.9728441586600224,0.3822373200144914,0.6619869357003383
healthcare,email,870103,EU,low,2,medium,0.004868407655503226,0.281791647509266,0.39126423790962817
healthcare,SSN,14087,India,high,4,low,0.41267824837914924,0.7219831469516448,0.7105869009711887
retail,credit card,10952,Global,low,1,medium,0.10045754968096843,0.8618751490158082,0.5210455430163111
finance,credit card,21187,Global,medium,4,low,0.5091579655626026,0.6540775529557475,0.6805683809604376
tech,password,12011,Global,low,8,low,0.02466995454048715,0.5115906106465492,0.36051864553437796
retail,credit card,109085,EU,high,9,low,0.40689843139062787,0.15892476684417156,0.8368733072539116
healthcare,full name,869,India,high,0,high,0.22069907478533513,0.05345871260481816,0.6456097788955952
healthcare,full name,2677,India,medium,9,medium,0.5333083624587408,0.44569179024674643,0.7693771777639739
retail,password,2602,Global,low,4,medium,0.9959936491006997,0.04934956369742127,0.5909381611004703
tech,full name,147357,India,medium,5,low,0.8005361051267477,0.5693346319072251,0.4925842405154314
finance,email,674162,US,medium,6,high,0.8456420916244214,0.3827291913177713,0.7990985884873417
finance,password,17873,US,high,8,high,0.6352649873590809,0.7571891196819694,0.9491085290720745
healthcare,email,15714,US,low,5,medium,0.04155984827225856,0.30564849683618345,0.47919884364852294
tech,SSN,25339,India,low,4,high,0.20679767604414412,0.5929827009674321,0.7417865918734746
finance,email,224977,EU,low,6,medium,0.925064556447055,0.5376835217551005,0.5968592471872584
tech,SSN,3447,EU,low,0,medium,0.36611311792875123,0.004712425522241159,0.6245671692053024
tech,SSN,35480,EU,medium,4,medium,0.10363672648079558,0.07238939826431035,0.8269172672956462
healthcare,email,154878,EU,medium,1,high,0.702405365866202,0.2903682124860205,0.7233967342562064
finance,password,60005,US,high,3,medium,0.2994577239342546,0.8822350810207651,0.6637270741367338
retail,full name,32182,US,medium,6,medium,0.2688569129041717,0.14701495489977856,0.6367480589550689
healthcare,full name,163095,Global,medium,4,low,0.9979774555582603,0.7108943304605416,0.48083956658011956
finance,SSN,98,India,high,5,medium,0.8581389250266543,0.9733665661522873,1.0
finance,SSN,85455,India,high,1,medium,0.40793781836784104,0.7905675526911552,0.8173299673718426
finance,password,5954,EU,high,2,low,0.9802612078164991,0.24294536168704395,0.606964164857017
finance,credit card,566,US,medium,6,low,0.6501132234192136,0.9083652604130816,0.6825149254978768
finance,email,61230,EU,medium,1,high,0.7420224518797602,0.09310715650839008,0.5663073709750807
tech,SSN,343628,Global,high,5,medium,0.03151304308221159,0.46814194187073577,0.7767534238311831
healthcare,full name,16732,India,high,4,high,0.1216052593480571,0.8875419077264137,0.7850422290799312
tech,password,148115,India,high,9,high,0.6330851264962384,0.6412657092568698,0.8871747998313071
retail,email,553798,EU,medium,0,low,0.8990239826494839,0.41364456472769884,0.35801733354531684
finance,password,305537,Global,medium,9,high,0.6237437260875957,0.2928128667371688,0.8296317912951907
healthcare,email,585328,India,low,3,medium,0.13402489431899178,0.37509940531834995,0.5040854809248737
finance,email,97173,Global,medium,1,low,0.11576004624632463,0.5089417810092862,0.3065146511947951
healthcare,SSN,25613,Global,medium,3,medium,0.8441858958240817,0.3190439298728074,0.7091381052995994
tech,password,894,EU,medium,0,medium,0.1393023387079143,0.9689678620822997,0.4300566750969052
healthcare,password,13465,US,high,1,low,0.5202319605040254,0.9330776530661451,0.429824997922806
retail,full name,4078,EU,medium,7,medium,0.03711331996230227,0.8706714682143207,0.6833529627925298
retail,full name,1692784,US,high,5,low,0.08066976739117737,0.4218298355226534,0.5578615390286217
healthcare,SSN,15494,Global,low,1,medium,0.6723482676428648,0.6913017693352289,0.6912592881760645
healthcare,SSN,28181,US,low,5,low,0.6891814104275167,0.9028293070359646,0.6056523970246648
healthcare,credit card,66368,Global,high,9,high,0.3414694066084424,0.850429487678928,1.0
healthcare,full name,24033,India,high,8,medium,0.21560976524304476,0.41432701402020766,0.7013672085289236
retail,email,653502,India,high,6,low,0.813710270757308,0.1123860493222607,0.4987280872541501
finance,password,6340,India,medium,8,medium,0.21710322946989036,0.07563036383454946,0.6838599243687593
healthcare,SSN,32507,EU,low,4,medium,0.5420270696663797,0.5770640452257026,0.6803637190162434
healthcare,password,4989,EU,high,6,medium,0.9682088408629055,0.6426279352109316,0.8206816133588937
retail,password,1571,Global,medium,6,low,0.14785243786238378,0.8498426045970241,0.49957508006772067
retail,credit card,6479,India,low,2,high,0.9408762674947089,0.29251502034103105,0.6978863175129404
tech,full name,20453,EU,medium,6,high,0.18289305306866865,0.16747049055004248,0.7764482402010894
healthcare,SSN,9333,India,low,0,high,0.5674432080232296,0.37900583317819947,0.6935539828074399
tech,password,5514,EU,medium,8,low,0.3770077119587446,0.35357512363227506,0.4777133353457191
retail,SSN,1322,US,low,9,high,0.9649286015018259,0.13246895401785475,0.8788110391077182
retail,email,18653,US,low,5,low,0.2735420290019369,0.6722826525131521,0.36276101044320563
finance,credit card,1086,India,medium,4,medium,0.39965800208575364,0.508691940729376,0.7264252551005614
healthcare,email,100721,Global,high,6,medium,0.9828601178554205,0.7211227561147663,0.770230392278881
tech,SSN,25974,EU,low,4,high,0.5364703911884732,0.3526911201697347,0.7742722886701184
retail,SSN,1193,EU,high,9,low,0.5026301156212535,0.3257022115777023,0.8133032875953402
retail,full name,11867,US,medium,4,medium,0.2577784882039913,0.47257585304385563,0.5652687433821845
tech,password,4893,US,high,9,low,0.7013635603104414,0.877407345395147,0.6155969261432214
finance,password,41703,Global,high,6,low,0.014372951777777643,0.04028130673398034,0.6019651574298465
retail,email,321547,Global,high,9,medium,0.04951262970229353,0.804832817296472,0.7165852392084465
healthcare,credit card,517,Global,high,6,low,0.5993585871358027,0.3689876126577565,0.77447558303362
retail,password,27723,India,high,2,medium,0.3416745738184541,0.8546190257884777,0.6223636259739346
healthcare,full name,15990,US,low,2,medium,0.9533163722009605,0.8022030088358565,0.567617070428579
tech,email,84345,India,low,9,medium,0.9031906907227857,0.3487612473960884,0.6042475458695977
healthcare,email,33738,US,low,2,low,0.7137062586767072,0.693876535321616,0.41764695481812
tech,full name,4895,US,medium,5,medium,0.8181455811278013,0.15963275677344013,0.7194296550198556
healthcare,credit card,11636,EU,high,5,low,0.6673318496676933,0.896281552163788,0.857778118756237
tech,full name,4482,US,low,2,medium,0.12558210271016068,0.4044910644519094,0.4557901517499997
healthcare,credit card,189475,US,medium,2,medium,0.7655433696892027,0.4556256153552002,0.725502114583812
finance,full name,22985,India,low,7,high,0.21019196871884638,0.7057590510369849,0.6251508804142749
healthcare,full name,986956,US,low,7,high,0.32344285510019677,0.820840236704851,0.664573715971306
healthcare,SSN,19509,India,high,6,high,0.8192342121024202,0.2363427433282096,1.0
finance,email,5341,Global,medium,9,low,0.5365256083934482,0.6613501398769954,0.5512556212221005
retail,full name,1066,US,high,3,low,0.8599407141834092,0.3919980438891485,0.6090400407760963
retail,full name,598,US,high,3,medium,0.21303531984326418,0.3687029240039613,0.671652099237626
healthcare,password,926,India,low,2,medium,0.6077784386068872,0.6900258239406547,0.48326090278615075
finance,email,37580,Global,high,4,medium,0.08379097254826162,0.38718327415593434,0.692787081453072
healthcare,password,60928,EU,medium,2,medium,0.6430609935400297,0.34610850016440764,0.5990731736956256
tech,email,932,Global,high,7,low,0.7625340377755347,0.8358884081262424,0.6355480292230131
tech,password,131936,India,high,6,medium,0.5849308939787217,0.10127612383100637,0.7747478758525623
healthcare,full name,8382,Global,high,2,medium,0.26623150149881025,0.6758926228302107,0.6520888168006981
retail,full name,29542,India,low,8,high,0.03134266885886672,0.24872539379062464,0.6613086280108965
retail,SSN,553734,India,medium,4,medium,0.11944888396428577,0.015498241826190307,0.708884658215817
healthcare,password,132412,EU,low,8,medium,0.6223029790740262,0.16676426887269202,0.6330603436454579
healthcare,credit card,12873,US,low,6,medium,0.9344202168425138,0.6066615297758677,0.7348849538563904
tech,SSN,3705,India,low,6,low,0.2065344039720064,0.7091271914859374,0.4895031319503872
retail,password,297,India,low,5,high,0.7350261491050988,0.021057783556320042,0.6882519033049671
healthcare,password,5227,EU,low,1,medium,0.8664510632490415,0.03642544330172015,0.40672051944886634
tech,SSN,14439,India,medium,8,medium,0.5208821784475111,0.9025421148429531,0.8660944179657329
retail,full name,3058,US,high,5,high,0.6692657958436578,0.07330581811371983,0.7691925298044281
finance,password,16940,EU,low,7,medium,0.8150153166761481,0.8941821586165712,0.595252139709775
tech,full name,25686,US,low,0,low,0.2606751577405936,0.22816591375090578,0.2096886701216036
retail,SSN,14048,US,medium,4,medium,0.296895674268043,0.7400178001582128,0.6693578086959213
retail,full name,6002,EU,medium,0,low,0.0006275166284561706,0.30973324894601206,0.281429138019187
tech,email,30862,India,high,9,low,0.9630941308978025,0.8587520256091838,0.7555603949874009
finance,credit card,53310,US,medium,7,medium,0.9175448945963448,0.7004548654243579,0.8282390531154568
tech,password,2487,US,high,7,high,0.7645682637594303,0.40181345860169515,0.9091881640998757
retail,credit card,370224,US,low,0,low,0.07907602097664812,0.07630245417407955,0.4430398355662748
healthcare,full name,18084,US,low,8,high,0.44750288969950813,0.732700183870807,0.6416572458194124
healthcare,password,22872,EU,high,1,medium,0.10189175397155281,0.6168847559651816,0.6600503429838489
tech,full name,90801,EU,medium,8,low,0.015920267262798604,0.0029117178337887406,0.48764176272398174
retail,email,35116,Global,high,0,medium,0.6161829652125973,0.009419855972445323,0.6167139008154056
healthcare,SSN,148193,Global,medium,9,high,0.9608294170801884,0.8087929731926939,1.0
retail,password,39114,US,low,8,medium,0.9028680234321501,0.25939973880185385,0.6160319053781641
tech,email,6471,India,medium,3,medium,0.6967548149354044,0.6361336677280657,0.6412267651637147
healthcare,email,45388,US,high,8,low,0.09664058416487142,0.45421441976524746,0.6538939137527666
retail,password,2236,India,high,6,medium,0.27416403767230013,0.8634300145217673,0.7248757034051266
healthcare,full name,27367,US,low,5,medium,0.32005672688529097,0.9169611131024886,0.4939341643335893
tech,email,20610,Global,medium,4,medium,0.7631500577455612,0.996807712678854,0.6348848509921078
retail,credit card,14527,Global,medium,8,low,0.8022491792351141,0.15368413580724682,0.7203591508654495
healthcare,email,17033,India,medium,1,high,0.3851061229899204,0.8629640464754754,0.5645632133444326
tech,full name,510,US,low,1,high,0.41788399661760967,0.2660213767288018,0.4897083747283594
healthcare,full name,7350,India,medium,8,medium,0.044509039276171336,0.5908158748955077,0.4811056960840094
healthcare,credit card,26520,Global,high,2,low,0.289136718418761,0.5057728338692109,0.6222000376771559
finance,email,30324,US,medium,7,medium,0.45128517717763994,0.017988131572387656,0.73984822673283
finance,full name,2820,US,low,8,high,0.11698304638525758,0.9327712799060948,0.5783638478997983
tech,password,276901,India,medium,7,low,0.45326746075502133,0.07832705514921845,0.5221695194983255
finance,SSN,3895,EU,medium,3,high,0.8531758122578004,0.6882189194077358,0.9974342216179413
tech,SSN,153110,India,high,0,high,0.5813210197250533,0.7850068362082621,0.8570040999058286
finance,SSN,51760,Global,medium,3,low,0.07892985503841232,0.7952878490476842,0.6157327038942397
healthcare,email,6048,Global,high,8,low,0.19167131883027433,0.1354945189288448,0.5685713657984677
tech,credit card,767291,Global,high,1,medium,0.4745443501585562,0.4475699505079721,0.799895355304467
tech,full name,2023,Global,low,2,medium,0.36148714982181207,0.8294288704339798,0.38703780348009675
healthcare,password,138456,Global,high,9,high,0.35872701954609876,0.30267921037875467,0.9059259327018242
tech,password,162944,EU,high,7,low,0.5292674481435902,0.4677486753746636,0.6950391565523483
tech,email,5760,US,low,5,low,0.5843959215894574,0.2727938926998458,0.4386883844354295
finance,SSN,356799,India,high,7,medium,0.7968615702761911,0.46355141788532417,0.9624392907410433
tech,email,13358,India,low,6,high,0.34096656346248466,0.8878379225928801,0.6778433346471431
retail,credit card,39237,Global,medium,4,high,0.8054662830405868,0.45512423103276944,0.9147712250745335
healthcare,credit card,37072,India,low,8,medium,0.33861122911263253,0.5559120170743204,0.7671606056840209
finance,full name,16837,Global,high,3,low,0.05543298894123383,0.40397628330308355,0.48935495148379404
finance,full name,111481,EU,low,5,medium,0.5541876510047912,0.4601171832033255,0.6019757051122409
retail,credit card,107686,EU,high,1,medium,0.5879023248948145,0.0151741990464217,0.8605205024542845
healthcare,credit card,667,US,medium,1,medium,0.9345402456218601,0.283745509960456,0.7075606522269361
healthcare,credit card,299144,EU,low,1,medium,0.7260613260624744,0.4365817217418244,0.6049281190033455
finance,email,792,EU,medium,9,low,0.9177726524944395,0.6337969759927289,0.5465365260588584
tech,credit card,173701,US,high,6,medium,0.9083472102430096,0.45005193055389214,0.9878475872155146
finance,password,209695,India,high,1,low,0.6045741102582421,0.33781704332156404,0.507789297414864
healthcare,SSN,2485,Global,medium,1,medium,0.5277620653364475,0.3880987353441572,0.68567552578533
retail,credit card,9685,Global,low,8,high,0.5574409671635999,0.24229332920046653,0.8624140794314236
finance,SSN,2412,India,low,6,low,0.9783308076772478,0.9244942827740529,0.7239244002214342
healthcare,email,14330,US,high,2,high,0.7731676917469589,0.5217432257909146,0.642980628971522
finance,SSN,11895,India,medium,2,medium,0.10626590479239584,0.013409453872123112,0.6457937465812662
tech,email,104748,EU,medium,6,medium,0.7784284067813999,0.019446258419546614,0.690656656773536
finance,password,302736,US,low,4,medium,0.17053804889822588,0.9729616349520416,0.5598994355375376
finance,email,359104,US,low,9,low,0.44735054900562565,0.22145089137324503,0.4684994953664916
healthcare,email,7155,US,low,5,high,0.21045967217653427,0.8056082888143147,0.6460302590245612
healthcare,full name,14494,Global,medium,7,low,0.6895830655332298,0.05827530156057448,0.6319511160984792
healthcare,credit card,759,India,low,8,low,0.8773097361930356,0.9211627366945491,0.6287331385291396
finance,credit card,4395,US,low,0,medium,0.29036188536668095,0.8744170036666784,0.5616525153280797
tech,password,151706,US,high,2,high,0.08201074120818763,0.5710931624345147,0.6916627797131508
retail,password,557470,US,low,6,medium,0.29849309807496327,0.008998657283255773,0.5071839935152233
retail,credit card,1865,India,low,5,low,0.6723618579321944,0.2578108740233376,0.6569445351583689
healthcare,full name,6734,Global,medium,6,medium,0.32876012755444994,0.40682264739846496,0.6813275992436517
healthcare,credit card,20893,EU,medium,7,high,0.2781121675538034,0.46006411674756176,0.9600443464991105
finance,full name,38573,Global,high,5,medium,0.18443519058426494,0.297678758562372,0.6644347848201598
retail,password,4362,US,low,2,high,0.49751642687443354,0.032947868245529977,0.5852692749805377
healthcare,SSN,51437,Global,high,1,high,0.2759488281571876,0.5901274059265421,0.9465065201593108
tech,password,8538,Global,medium,6,medium,0.7310103491394832,0.5241546676947559,0.6892285314947286
tech,password,21398,EU,high,0,low,0.07662240199220272,0.2830006354290777,0.3448722681402901
healthcare,email,65681,India,medium,2,medium,0.6640330331113176,0.03797596756960653,0.5856021129938374
healthcare,email,22311,India,high,3,low,0.23756001456776987,0.9945941872219402,0.46196115619626227
retail,email,9202,Global,high,0,low,0.48927926105160313,0.4819861868264059,0.37103799128160925
retail,email,17690,Global,low,4,medium,0.2860899220312606,0.7560042417740771,0.46187070746608677
finance,full name,18458,India,high,9,low,0.7227686760107956,0.4523140350513355,0.6476469778622795
retail,credit card,10508,India,low,2,low,0.9453070402516367,0.04317029086294144,0.4551682142976157
tech,SSN,13126,EU,low,1,medium,0.9170767794698133,0.30960074508550006,0.6880310170539093
tech,password,538904,US,low,2,medium,0.5834262151440911,0.3201101410059012,0.5628231217463828
healthcare,full name,67632,Global,low,7,medium,0.4626103032569784,0.838352904049016,0.6271654311360695
retail,SSN,12198,India,high,5,low,0.8183005094393818,0.6542299779998744,0.8010398255490913
finance,full name,88779,Global,medium,6,high,0.6833263626277299,0.27542990363947284,0.7912302306272174
tech,full name,11297,Global,medium,5,low,0.18356411421693286,0.967739954659086,0.4235397707160402
tech,password,230095,India,medium,5,high,0.8209192136130002,0.3215418323978714,0.8622374329149819
finance,credit card,46133,EU,high,2,medium,0.4288843893947102,0.9982340258287203,0.7997457640849538
finance,email,17772,Global,low,7,high,0.1889856599711751,0.9961636931702632,0.6457692923937924
tech,credit card,53929,EU,medium,6,medium,0.28179735039649245,0.1912105177467418,0.8589175662398094
tech,password,951,India,high,6,medium,0.26752703024834235,0.31274111618840017,0.7530734935308135
finance,password,2313,US,low,5,high,0.5192069746034601,0.4860441984846542,0.70078540961492
tech,password,2022,US,medium,4,medium,0.2343700906778755,0.664100671147891,0.5729495737410104
healthcare,SSN,29315,Global,low,9,high,0.12356648740157616,0.5280474490037993,0.8632384950128413
healthcare,credit card,704349,India,medium,7,medium,0.12369085061376073,0.9694414691322568,0.8613574459084443
finance,credit card,1909974,EU,medium,4,low,0.5832761971390966,0.7239891642356915,0.6945690408134143
retail,full name,78913,Global,medium,8,low,0.7347592888493786,0.2120448493829744,0.5380046869052632
finance,full name,59975,India,low,8,medium,0.3215330088383408,0.10509755021363831,0.5780013290648846
finance,full name,600,India,high,0,medium,0.03465070981401708,0.6884012907093567,0.6508535749282142
retail,password,7440,EU,low,5,high,0.12722488693701073,0.158452440180763,0.6004018847384784
retail,credit card,4557,Global,medium,6,low,0.9146945603370571,0.7876768403357541,0.7620207459353296
retail,password,6363,India,low,2,high,0.493543659589453,0.31103666726033696,0.6738826168400414
